StationName,Latitude,Longitude,GroupCode,Time,month,year,HUC12,do,tn,tp,watertemp,airtemp_narr,precip3_narr,precip24_narr,precip48_narr,windspeed_narr
BAY354,37.22445,-77.47555,VADEQ,11:30:00,3,2002,020802071001,12.99,0.959,0.059,10.72,11.190582,1.921875,0.019959986,22.200703,7.256014
BAY356,38.95557,-76.69411,MDDNR,08:40:00,4,2002,020600060402,9.0,1.9418,0.0952,12.1,8.373016,0.056651115,7.557838,7.530225,7.5639796
BAY356,38.8143,-76.75087,MDDNR,09:21:00,4,2002,020600060304,9.4,0.695,0.0713,11.8,8.338959,0.0034522414,7.2004266,6.4209695,19.081993
BAY357,38.32236,-77.51806,VADEQ,10:45:00,4,2002,020801040101,9.18,0.613,0.0248,14.03,8.151459,0.0034522414,7.5129266,6.6553445,14.11505
BAY357,37.22445,-77.47555,VADEQ,14:00:00,4,2002,020802071001,9.71,0.781,0.0411,14.69,15.099274,0.09375,18.946064,17.459705,25.365807
BAY356,39.40871,-76.74277,MDDNR,10:45:00,4,2002,020600031201,12.4,1.455,0.01,10.5,5.5601196,0.0025706887,0.009604968,0.8486255,3.3445559
BAY357,37.7675,-77.3325,VADEQ,11:33:00,4,2002,020801060901,10.77,0.495,0.0861,15.08,14.45285,0.2421875,0.0078125,3.9481568,34.352795
BAY357,37.88389,-77.16528,VADEQ,12:44:00,4,2002,020801050502,10.11,0.438,0.0272,15.07,22.062103,0.140625,0.1953125,2.754932,95.52814
BAY357,37.67111,-78.0858,VADEQ,09:45:00,4,2002,020802050403,9.07,0.294,0.0749,16.28,13.831146,0.0,3.9321656,3.6454163,45.246323
BAY357,37.22445,-77.47555,VADEQ,12:00:00,4,2002,020802071001,11.41,0.5525,0.03945,15.92,14.831146,0.296875,4.564978,4.6454163,53.28175
BAY357,38.95557,-76.69411,MDDNR,08:30:00,4,2002,020600060402,6.9,2.0835,0.1531,18.6,17.64981,0.01916045,2.2520452,2.7744274,19.700054
BAY357,38.8143,-76.75087,MDDNR,09:10:00,4,2002,020600060304,7.6,0.5316,0.0516,18.6,18.607635,0.0,1.2213771,1.3783593,21.534727
BAY357,37.7675,-77.3325,VADEQ,13:30:00,4,2002,020801060901,9.72,0.565,0.123,23.81,29.40625,0.0034620166,0.0041043535,0.0114743,5.5253224
BAY357,37.7675,-77.3325,VADEQ,08:00:00,4,2002,020801060901,10.21,1.008,0.1588,16.3,7.6438293,0.0,1.148735,0.25811005,21.049053
BAY357,38.32236,-77.51806,VADEQ,08:15:00,4,2002,020801040101,8.69,0.932,0.0651,14.93,6.3938293,0.0,1.7659225,0.31279755,26.609768
BAY357,37.88389,-77.16528,VADEQ,10:00:00,4,2002,020801050502,11.21,1.88,0.3917,15.05,8.224823,0.0,0.0002975464,1.3062687,33.324776
BAY357,37.67111,-78.0858,VADEQ,09:45:00,4,2002,020802050403,8.68,2.1965000000000003,0.3812,18.36,9.694214,0.0546875,0.0,2.3330514,1.8921843
BAY357,38.32236,-77.51806,VADEQ,14:30:00,4,2002,020801040101,9.17,1.627,0.1012,17.22,14.49707,0.0,13.457572,9.008465,61.892445
BAY357,37.67111,-78.0858,VADEQ,08:30:00,4,2002,020802050403,8.94,0.627,0.0976,16.5,6.9401855,0.0027754307,0.0045014024,2.9396026,3.4567323
BAY357,37.22445,-77.47555,VADEQ,10:30:00,4,2002,020802071001,9.79,0.424,0.032,18.61,10.033722,0.0016842484,0.007276833,3.8374321,0.73716307
BAY359,37.67111,-78.0858,VADEQ,09:30:00,5,2002,020802050403,8.62,0.799,0.134,16.9,13.123383,0.2431373,0.00263834,1.7153136,3.468923
BAY358,38.95557,-76.69411,MDDNR,09:00:00,5,2002,020600060402,7.3,2.7385,0.19925,19.5,20.020721,1.265625,7.6145115,12.634668,14.311581
BAY358,38.8143,-76.75087,MDDNR,09:40:00,5,2002,020600060304,8.2,0.8935,0.0709,19.5,22.609772,0.2265625,7.1066985,7.4473195,15.235381
BAY359,38.32236,-77.51806,VADEQ,09:30:00,5,2002,020801040101,9.27,0.77,0.031,16.58,9.103363,0.0,0.004540384,0.009487927,11.10012
BAY359,39.4806,-79.06806,MDDNR,11:57:00,5,2002,020700020207,10.5,0.8029999999999999,0.01,10.3,4.665863,0.0,0.012352884,0.009487927,6.1947327
BAY359,38.95557,-76.69411,MDDNR,09:50:00,5,2002,020600060402,7.3,2.0265,0.19555,20.3,19.271881,0.0,7.234041,8.004591,9.528014
BAY359,38.32236,-77.51806,VADEQ,10:00:00,5,2002,020801040101,8.54,1.616,0.1886,20.21,18.771881,0.0,9.499666,10.4186535,4.702076
BAY359,38.8143,-76.75087,MDDNR,10:30:00,5,2002,020600060304,8.3,1.03,0.0736,20.7,18.771881,0.0,4.4606037,5.1608415,8.523607
BAY359,37.67111,-78.0858,VADEQ,08:15:00,5,2002,020802050403,7.69,0.325,0.0683,23.81,14.79361,0.0,0.0006285906,0.0027754903,4.2578344
BAY359,37.22445,-77.47555,VADEQ,10:15:00,5,2002,020802071001,8.65,0.571,0.0293,21.25,19.939362,0.0,0.008441091,0.016290545,1.9883324
BAY359,37.7675,-77.3325,VADEQ,07:45:00,5,2002,020801060901,7.28,0.653,0.1553,23.15,20.64273,0.0,0.0051097274,0.20686084,9.852223
BAY359,37.88389,-77.16528,VADEQ,09:30:00,5,2002,020801050502,7.55,0.733,0.1773,22.08,23.505524,0.0037078261,0.0029227138,0.014833927,22.132164
BAY361,38.32236,-77.51806,VADEQ,14:00:00,6,2002,020801040101,9.98,0.482,0.0362,26.93,24.986725,0.0,0.43236035,0.8397364,46.71904
BAY361,37.67111,-78.0858,VADEQ,10:45:00,6,2002,020802050403,7.94,0.239,0.0591,28.96,23.23404,0.0078125,6.180814,3.6498349,28.523281
BAY361,37.22445,-77.47555,VADEQ,14:30:00,6,2002,020802071001,8.52,0.52,0.0284,27.85,29.285065,0.00027126074,0.41518855,0.7748348,38.379208
BAY360,38.95557,-76.69411,MDDNR,08:45:00,6,2002,020600060402,7.2,2.2357500000000003,0.11760000000000001,20.5,16.196442,0.0,0.5578731,3.3723707,3.8803859
BAY360,38.8143,-76.75087,MDDNR,09:25:00,6,2002,020600060304,7.8,0.8754,0.151,20.2,20.941559,0.0,0.6203731,5.2317457,4.2068477
BAY361,37.7675,-77.3325,VADEQ,10:58:00,6,2002,020801060901,5.98,0.829,0.1498,24.69,22.406647,0.0,0.0019976497,0.003201604,20.076748
BAY361,37.88389,-77.16528,VADEQ,12:28:00,6,2002,020801050502,7.55,0.617,0.0753,24.0,29.850494,0.0,0.0019976497,0.006991446,20.910873
BAY361,37.67111,-78.0858,VADEQ,10:00:00,6,2002,020802050403,6.61,0.372,0.0782,26.18,20.454498,0.0,0.093115255,0.098194465,1.944738
BAY361,37.22445,-77.47555,VADEQ,12:30:00,6,2002,020802071001,8.74,0.523,0.0259,25.7,26.227448,0.0,1.0540527,1.0577009,5.049637
BAY361,38.32236,-77.51806,VADEQ,09:30:00,6,2002,020801040101,7.17,0.958,0.0523,24.57,19.78067,0.0007840991,0.0036898255,4.424886,1.4604686
BAY361,37.7675,-77.3325,VADEQ,08:00:00,6,2002,020801060901,6.06,0.846,0.1634,23.0,19.583893,0.18290234,0.30079412,0.5607788,3.736159
BAY361,37.88389,-77.16528,VADEQ,09:00:00,6,2002,020801050502,6.95,0.533,0.039,21.89,19.021393,0.011027336,0.035169125,0.052966297,4.4414654
BAY361,38.95557,-76.69411,MDDNR,09:15:00,6,2002,020600060402,6.3,2.3734,0.11255000000000001,23.0,23.851715,0.0031548142,0.56430525,0.5356926,4.421653
BAY361,38.8143,-76.75087,MDDNR,10:00:00,6,2002,020600060304,7.0,0.8878,0.0912,23.0,23.726715,0.0031548142,0.92368025,0.8481926,5.9076767
BAY362,38.95557,-76.69411,MDDNR,09:00:00,7,2002,020600060402,6.9,2.4551,0.1375,22.5,19.714264,0.0,0.0007196665,10.265704,26.333834
BAY362,38.8143,-76.75087,MDDNR,09:40:00,7,2002,020600060304,6.8,0.6593,0.043,22.5,26.052643,0.0,0.0007196665,8.301157,6.6137094
BAY362,37.7675,-77.3325,VADEQ,11:11:00,7,2002,020801060901,6.47,0.935,0.207,25.8,25.865143,0.0,0.0007196665,5.223032,34.07923
BAY535,37.55546,-79.36701,VADEQ,10:01:00,8,2010,020802030101,7.3,0.395,0.03,25.1,17.99234,0.296875,4.4140625,4.625,11.90427
BAY535,38.17458,-77.602,VADEQ,12:58:00,8,2010,020801050104,5.7,0.54,0.03,21.8,22.937164,0.03125,0.328125,0.40625,6.5943847
BAY535,37.87292,-77.51331,VADEQ,11:00:00,8,2010,020801060702,7.7,0.54,0.03,22.5,20.490631,0.0,0.4921875,0.1171875,1.7621228
BAY535,37.28389,-77.86833,VADEQ,13:30:00,8,2010,020802070704,6.3,0.68,0.05,23.7,27.482574,0.0,0.0,0.1015625,3.723228
BAY534,39.48278,-76.88209,MDDNR,09:35:00,8,2010,020600030805,7.9,3.886,0.02,20.3,20.699127,0.0,0.016191306,0.016191306,13.966185
BAY534,38.8143,-76.75087,MDDNR,09:55:00,8,2010,020600060304,7.3,0.715,0.068,21.8,22.449127,0.0,0.2896288,0.2896288,11.828076
BAY535,37.98717,-79.49408,VADEQ,10:00:00,8,2010,020802020105,8.1,0.18,0.01,23.1,21.261627,0.0,0.0005663058,0.0005663058,3.2498739
BAY535,38.06986,-79.89764,VADEQ,11:30:00,8,2010,020802010204,8.8,0.22,0.002,22.4,21.011627,0.0,0.0005663058,0.0005663058,8.583565
BAY534,39.55064,-76.63586,MDDNR,11:40:00,8,2010,020600030402,9.9,2.62,0.014849999999999999,18.1,20.699127,0.0,0.016191306,0.016191306,5.572501
BAY534,39.23931,-77.05619,MDDNR,11:40:00,8,2010,020600060101,9.1,2.8674999999999997,0.017849999999999998,20.7,22.886627,0.0,0.2349413,0.2349413,10.316645
BAY535,38.19528,-79.57072,VADEQ,13:45:00,8,2010,020802010605,9.5,0.12,0.01,21.8,27.407867,0.0,0.0005663058,0.0005663058,4.2407703
BAY535,38.99719,-75.78644,MDDNR,09:00:00,8,2010,020600050203,7.3,2.14,0.05585,27.3,19.296783,0.0,0.0,0.0,3.6505845
BAY534,39.69645,-77.23947,MDDNR,09:05:00,8,2010,020700090503,5.5,0.747,0.174,23.8,21.278229,0.0,0.0,0.0,2.8646617
BAY534,39.42578,-77.559,MDDNR,11:04:00,8,2010,020700080102,6.5,0.968,0.077,22.0,21.840729,0.0,0.0,0.0234375,2.8646617
BAY534,39.62348,-76.16477,MDDNR,12:07:00,8,2010,020503061604,9.5,3.37,0.02285,23.9,32.95108,0.0,0.0,0.0,5.8235235
BAY534,39.45037,-77.73165,MDDNR,12:28:00,8,2010,020700041009,8.3,5.219,0.10585,22.2,29.63858,0.0,0.0,0.0078125,1.9496913
BAY536,38.05722,-78.90806,VADEQ,08:45:00,9,2010,020700050704,8.0,0.88,0.05,18.8,20.684479,0.0,0.0,0.0001770444,18.351562
BAY536,38.10269,-78.59293,VADEQ,09:55:00,9,2010,020802040102,7.1,0.23,0.03,23.8,24.768463,0.0,0.0,0.0001770444,0.9333282
BAY536,37.85806,-78.26695,VADEQ,11:10:00,9,2010,020802040501,6.8,2.2,0.08,26.2,23.143463,0.0,0.0,0.0001770444,1.3185511
BAY536,38.3129,-78.77003,VADEQ,08:30:00,9,2010,020700050801,8.2,1.23,0.05,20.5,15.401062,0.0,0.0,0.0390625,17.231913
BAY535,38.10269,-78.59293,VADEQ,11:10:00,8,2010,020802040102,8.2,0.31,0.03,25.8,25.921051,0.0,0.7436807,17.329618,1.0303257
BAY535,37.88389,-77.16528,VADEQ,11:15:00,8,2010,020801050502,6.5,0.72,0.07,25.9,25.983551,0.0,0.40774322,21.790556,1.665393
BAY535,38.69345,-78.6428,VADEQ,12:00:00,8,2010,020700060204,6.7,2.6,0.09,24.0,22.046051,0.0,3.5639932,11.759306,12.273843
BAY535,38.3307,-78.10216,VADEQ,12:21:00,8,2010,020801030906,7.8,0.74,0.03,26.7,28.129791,0.0,1.1186807,9.696806,13.895426
BAY535,37.85014,-77.42776,VADEQ,12:45:00,8,2010,020801060803,7.6,0.28,0.01,27.1,28.879791,0.0703125,1.8764932,23.556181,3.4180346
BAY535,38.05722,-78.90806,VADEQ,13:30:00,8,2010,020700050704,10.5,0.84,0.05,21.9,27.692291,0.0,2.4780557,10.470243,3.4616582
BAY535,38.27985,-78.34084,VADEQ,14:36:00,8,2010,020801030703,9.1,0.46,0.04,29.7,26.629791,0.0,1.8764932,13.368681,11.903365
BAY535,39.38778,-77.3811,MDDNR,08:05:00,8,2010,020700090704,5.7,2.792,0.138,25.0,21.8544,4.2734375,0.3359375,12.6328125,7.1127696
BAY535,39.27208,-77.5479,MDDNR,09:21:00,8,2010,020700080401,5.8,0.765,0.053,25.6,21.275543,5.6171875,4.609375,12.625,8.068604
BAY535,39.67917,-77.23489,MDDNR,09:37:00,8,2010,020700090503,4.9,1.899,0.183,24.9,20.650543,0.5859375,0.7265625,2.609375,8.071869
BAY535,39.27348,-77.54367,MDDNR,09:38:00,8,2010,020700080401,6.1,1.024,0.034,26.7,21.275543,5.6171875,4.609375,12.625,8.068604
BAY535,39.27171,-77.44157,MDDNR,10:02:00,8,2010,020700090704,6.4,3.119,0.142,25.1,21.275543,5.6171875,4.609375,12.625,8.068604
BAY535,39.1168,-76.87493,MDDNR,10:05:00,8,2010,020600060401,7.5,1.527,0.041,24.4,22.150543,7.3046875,13.609375,25.101562,5.1413746
BAY535,39.48027,-77.38939,MDDNR,10:21:00,8,2010,020700090601,6.0,2.915,0.139,25.9,21.275543,5.6171875,4.609375,12.625,8.068604
BAY535,39.15551,-77.52232,MDDNR,10:48:00,8,2010,020700080403,6.4,1.061,0.035,28.3,21.963043,10.75,14.734375,28.21875,8.8664465
BAY535,39.15442,-77.52125,MDDNR,10:53:00,8,2010,020700080403,6.0,1.3,0.04185,29.1,21.963043,10.75,14.734375,28.21875,8.8664465
BAY535,39.07958,-77.33964,MDDNR,11:44:00,8,2010,020700080803,7.5,1.988,0.064,23.1,21.963043,10.2265625,18.195312,31.210938,19.022364
BAY535,39.43508,-77.80266,MDDNR,11:50:00,8,2010,020700041106,8.4,1.149,0.041,27.2,21.525543,1.6640625,1.609375,5.59375,8.400736
BAY535,38.97345,-77.14883,MDDNR,12:08:00,8,2010,020700081003,8.6,2.595,0.47,22.2,19.065582,0.765625,28.421875,31.210938,6.711449
BAY535,39.45037,-77.73165,MDDNR,12:23:00,8,2010,020700041009,7.2,4.598,0.133,23.7,22.253082,0.296875,3.2734375,5.59375,0.121693075
BAY535,38.99302,-77.06303,MDDNR,12:43:00,8,2010,020700090102,7.0,1.351,0.212,22.6,19.065582,0.765625,28.421875,31.210938,6.711449
BAY535,38.93893,-76.94344,MDDNR,13:34:00,8,2010,020700100204,7.7,2.062,0.324,22.7,22.128082,3.625,27.726562,34.1875,6.7062426
BAY534,38.8143,-76.75087,MDDNR,08:35:00,8,2010,020600060304,5.1,0.987,0.197,23.0,21.113434,0.0234375,31.546875,15.1875,1.8236501
BAY534,38.96713,-75.94312,MDDNR,10:36:00,8,2010,020600050104,6.8,3.27,0.155,23.0,22.470123,0.0,16.703125,9.6953125,1.551262
BAY535,38.94821,-77.12734,MDDNR,11:00:00,8,2010,020700081005,6.9,1.568,0.061,27.0,21.720123,0.0,13.015625,2.7890625,0.36272386
BAY535,37.3074,-78.38897,VADEQ,13:55:00,8,2010,020802070206,7.7,0.44,0.03,25.0,27.267975,0.0,0.016188078,19.883375,19.08865
BAY536,37.67111,-78.0858,VADEQ,09:15:00,9,2010,020802050403,7.3,0.24,0.01,24.9,21.024292,0.0,0.0,0.0,16.446583
BAY536,38.69345,-78.6428,VADEQ,12:15:00,9,2010,020700060204,7.5,1.77,0.07,21.5,26.469208,0.0,0.0078125,0.0078125,96.36058
BAY536,37.53142,-77.4837,VADEQ,12:45:00,9,2010,020802050607,8.2,0.265,0.025,26.7,30.906708,0.0,0.0,0.0,35.95001
BAY536,37.43,-77.06,VADEQ,09:00:00,9,2010,020802060505,3.7,0.77,0.08,23.4,12.483368,0.0,0.0,0.0625,11.282895
BAY536,38.95557,-76.69411,MDDNR,10:05:00,9,2010,020600060402,7.6,1.9054,0.05325,21.3,15.954773,0.0,0.0,1.1015625,10.32527
BAY536,38.81123,-77.23026,VADEQ,10:11:00,9,2010,020700100402,6.2,0.31,0.04,20.4,15.329773,0.0,0.0,1.21875,7.501867
BAY536,37.22445,-77.47555,VADEQ,11:00:00,9,2010,020802071001,8.1,0.66,0.03,24.8,14.517273,0.0,0.0,0.046875,5.6663585
BAY536,38.8143,-76.75087,MDDNR,11:05:00,9,2010,020600060304,9.0,0.5409,0.0429,20.5,15.454773,0.0,0.0,1.7421875,11.946745
BAY536,39.25458,-77.57616,VADEQ,13:17:00,9,2010,020700080302,7.3,0.51,0.04,21.7,21.18155,0.3359375,0.0,0.375,38.351334
BAY536,39.21781,-76.70534,MDDNR,07:56:00,9,2010,020600031102,8.0,1.822,0.047,18.5,16.053009,0.0,16.814663,4.9709134,4.5472784
BAY536,39.62348,-76.16477,MDDNR,08:22:00,9,2010,020503061604,8.7,3.536,0.02285,17.8,14.553009,0.0078125,9.4006,4.275601,2.1993525
BAY536,39.31245,-76.79224,MDDNR,08:54:00,9,2010,020600031101,8.0,2.532,0.03485,18.4,16.053009,0.0,16.814663,4.9709134,4.5472784
BAY536,39.34279,-76.72639,MDDNR,09:26:00,9,2010,020600030902,8.2,1.752,0.033,17.7,15.411011,0.0,4.4552884,2.0490384,3.0241473
BAY536,39.59463,-77.71079,MDDNR,09:34:00,9,2010,020700041009,8.1,5.975,0.391,18.2,14.848511,0.0,1.0802883,0.74435085,7.091003
BAY534,39.61222,-75.81694,MDDNR,11:15:00,8,2010,020600020203,8.7,4.134,0.036,23.2,22.379059,0.0,13.758376,12.633376,5.19465
BAY535,38.91361,-78.20972,VADEQ,09:45:00,8,2010,020700051004,7.4,0.355,0.05,24.4,17.533356,0.015625,4.90625,5.96875,13.064774
BAY535,37.75222,-79.39195,VADEQ,10:10:00,8,2010,020802020501,7.3,0.7,0.05,23.9,15.220856,15.6875,3.8515625,22.59375,23.532244
BAY535,38.97644,-78.33633,VADEQ,10:45:00,8,2010,020700060503,7.0,0.57,0.04,23.2,16.720856,0.2578125,6.6953125,7.9296875,12.372618
BAY535,38.3129,-78.77003,VADEQ,11:30:00,8,2010,020700050801,7.0,1.3650000000000002,0.1,23.6,17.158356,3.3125,10.375,21.382812,2.5649624
BAY536,37.75222,-79.39195,VADEQ,10:45:00,9,2010,020802020501,9.0,0.8,0.08,21.6,16.991669,0.0,0.0,0.0234375,5.133847
BAY536,39.48278,-76.88209,MDDNR,09:58:00,9,2010,020600030805,8.5,3.981,0.023,16.9,15.411011,0.0,3.650601,1.4865384,7.823896
BAY536,39.68936,-76.78047,MDDNR,10:15:00,9,2010,020600030301,9.2,3.052,0.02185,17.1,15.161011,0.0,2.7834134,1.8068509,4.3862066
BAY536,39.40871,-76.74277,MDDNR,10:46:00,9,2010,020600031201,8.7,1.831,0.028,17.5,15.411011,0.0,4.4552884,2.0490384,3.0241473
BAY536,39.71599,-77.60822,MDDNR,10:53:00,9,2010,020700041006,8.4,5.681,0.295,17.0,14.848511,0.0,1.2365383,0.90841335,8.380583
BAY536,39.55064,-76.63586,MDDNR,11:05:00,9,2010,020600030402,9.6,2.634,0.031,15.2,15.411011,0.0,4.4552884,2.0490384,3.0241473
BAY536,39.42562,-76.52889,MDDNR,11:19:00,9,2010,020600030502,6.7,0.85,0.024,19.6,15.411011,0.0,4.4552884,2.0490384,3.0241473
BAY536,39.71605,-77.82505,MDDNR,11:56:00,9,2010,020700040806,10.8,5.377,0.16785,20.2,14.848511,0.0,1.2365383,0.90841335,8.380583
BAY536,39.60324,-77.8216,MDDNR,13:12:00,9,2010,020700040807,11.2,3.768,0.02885,22.3,22.369415,0.0,0.74435085,0.72872585,9.895933
BAY536,39.69742,-78.1763,MDDNR,14:15:00,9,2010,020700040504,9.3,0.402,0.03485,23.3,23.244415,0.0,0.08028835,0.09591335,9.620763
BAY536,38.36497,-77.97708,VADEQ,13:45:00,9,2010,020502040303,9.1,0.3,0.02,23.5,28.24588,0.0,0.0,0.0,75.90981
BAY536,39.61218,-77.2382,MDDNR,08:09:00,9,2010,020700090405,8.4,2.685,0.02685,16.4,12.761078,0.0,0.0,0.0011610908,5.527877
BAY536,39.67917,-77.23489,MDDNR,08:39:00,9,2010,020700090503,7.6,0.987,0.146,18.4,12.761078,0.0,0.0,0.0011610908,5.527877
BAY536,39.1168,-76.87493,MDDNR,09:10:00,9,2010,020600060401,7.9,1.273,0.048,23.3,16.264069,0.0,0.0,0.0011610908,1.1734333
BAY536,39.48027,-77.38939,MDDNR,09:19:00,9,2010,020700090601,7.5,1.994,0.04585,18.9,15.514069,0.0,0.0,0.0011610908,2.1247854
BAY536,39.38778,-77.3811,MDDNR,09:35:00,9,2010,020700090704,7.4,2.953,0.105,18.2,15.514069,0.0,0.0,0.0011610908,2.1247854
BAY536,39.42578,-77.559,MDDNR,09:59:00,9,2010,020700080102,7.4,1.13,0.099,17.1,15.514069,0.0,0.0,0.0011610908,2.1247854
BAY536,39.23931,-77.05619,MDDNR,10:10:00,9,2010,020600060101,8.8,2.57,0.01985,16.6,16.951569,0.0,0.0,0.0011610908,1.7036781
BAY536,38.97644,-78.33633,VADEQ,10:15:00,9,2010,020700060503,8.4,0.65,0.05,19.9,16.389069,0.0,0.0,0.0011610908,1.9159842
BAY536,38.97345,-77.14883,MDDNR,11:10:00,9,2010,020700081003,9.4,1.146,0.02685,19.0,16.201569,0.0,0.0,0.0011610908,0.7433295
BAY536,39.27208,-77.5479,MDDNR,11:15:00,9,2010,020700080401,9.6,0.391,0.02185,20.7,15.514069,0.0,0.0,0.0011610908,2.1247854
BAY536,39.27348,-77.54367,MDDNR,11:40:00,9,2010,020700080401,8.8,0.708,0.02285,20.8,15.514069,0.0,0.0,0.0011610908,2.1247854
BAY536,38.94821,-77.12734,MDDNR,11:46:00,9,2010,020700081005,7.6,0.551,0.024,23.4,16.201569,0.0,0.0,0.0011610908,0.7433295
BAY536,38.91361,-78.20972,VADEQ,12:00:00,9,2010,020700051004,9.4,0.29,0.03,21.0,17.014069,0.0,0.0,0.0011610908,1.4125214
BAY536,39.27171,-77.44157,MDDNR,12:10:00,9,2010,020700090704,8.4,3.368,0.08085,20.6,22.411041,0.0,0.0,0.0011610908,4.7451954
BAY536,38.99302,-77.06303,MDDNR,13:05:00,9,2010,020700090102,7.6,1.295,0.059,21.0,23.161041,0.0,0.0,0.0011610908,5.681476
BAY536,39.15442,-77.52125,MDDNR,13:10:00,9,2010,020700080403,8.6,0.899,0.02285,23.8,23.161041,0.0,0.0,0.0011610908,4.466058
BAY536,39.15551,-77.52232,MDDNR,13:25:00,9,2010,020700080403,8.1,0.92,0.02185,24.9,23.161041,0.0,0.0,0.0011610908,4.466058
BAY536,38.93893,-76.94344,MDDNR,14:00:00,9,2010,020700100204,7.4,1.461,0.061,24.3,24.098541,0.0,0.0,0.0011610908,5.677972
BAY536,39.07958,-77.33964,MDDNR,14:30:00,9,2010,020700080803,9.3,2.48,0.02485,20.6,23.161041,0.0,0.0,0.0011610908,5.681476
BAY537,37.55546,-79.36701,VADEQ,10:30:00,9,2010,020802030101,8.5,0.29,0.02,21.8,19.563385,0.0,0.0011610908,0.024923554,10.49101
BAY537,37.55546,-79.36701,VADEQ,14:40:00,9,2010,020802030101,9.6,0.32,0.03,23.0,26.515717,0.0,0.0011610908,0.024923554,42.118095
BAY536,39.49364,-79.0447,MDDNR,07:40:00,9,2010,020700020302,8.8,3.36,0.18,16.5,15.635895,0.0,19.32845,19.336262,14.142838
BAY536,39.34279,-76.72639,MDDNR,08:55:00,9,2010,020600030902,8.0,1.496,0.026,18.4,17.323395,0.0,6.6721997,6.6721997,10.7757015
BAY536,38.32236,-77.51806,VADEQ,10:15:00,9,2010,020801040101,9.4,0.29500000000000004,0.02,24.0,15.33728,0.0,0.0,1.234375,13.311071
BAY537,39.38935,-79.17936,MDDNR,11:47:00,9,2010,020700020205,8.1,1.898,0.013850000000000001,18.9,15.113129,0.0,0.03979956,0.03979956,9.082591
BAY537,39.4806,-79.06806,MDDNR,12:30:00,9,2010,020700020207,9.2,0.614,0.014849999999999999,16.1,19.949066,0.0,0.04761206,0.04761206,29.669588
BAY537,39.47922,-79.06802,MDDNR,12:50:00,9,2010,020700020207,9.1,1.036,0.014849999999999999,16.0,19.949066,0.0,0.04761206,0.04761206,29.669588
BAY537,39.49364,-79.0447,MDDNR,13:16:00,9,2010,020700020302,8.5,1.699,0.013850000000000001,20.6,19.949066,0.0,0.04761206,0.04761206,29.669588
BAY537,39.44491,-78.97175,MDDNR,13:57:00,9,2010,020700020402,8.7,0.902,0.025,19.8,19.949066,0.0,0.04761206,0.04761206,29.669588
BAY537,39.56677,-78.83891,MDDNR,14:40:00,9,2010,020700020403,7.2,1.055,0.028,21.3,19.949066,0.0,0.04761206,0.04761206,29.669588
BAY537,37.7675,-77.3325,VADEQ,08:30:00,9,2010,020801060901,7.4,0.82,0.08,19.3,11.017822,0.0,0.0,0.0,12.807266
BAY537,39.66185,-78.78029,MDDNR,09:03:00,9,2010,020700020507,8.5,0.313,0.01885,13.2,12.06311,0.0,0.0,0.0,4.4053464
BAY537,39.67048,-78.79081,MDDNR,09:33:00,9,2010,020700020507,9.8,0.354,0.021,12.3,12.06311,0.0,0.0,0.0,4.4053464
BAY537,37.88389,-77.16528,VADEQ,10:00:00,9,2010,020801050502,7.3,0.42,0.05,18.1,12.18811,0.0,0.0,0.0,5.712054
BAY537,37.53142,-77.4837,VADEQ,12:30:00,9,2010,020802050607,8.1,0.26,0.02,25.7,28.940613,0.0,0.0,0.0234375,47.25788
BAY537,38.3307,-78.10216,VADEQ,13:26:00,9,2010,020801030906,9.2,0.3,0.03,22.9,28.878113,0.0,0.0,0.4375,26.58065
BAY537,38.27985,-78.34084,VADEQ,15:33:00,9,2010,020801030703,11.5,0.63,0.03,26.1,31.930267,0.078125,0.0,0.546875,21.41748
BAY537,37.22445,-77.47555,VADEQ,09:30:00,9,2010,020802071001,7.9,0.82,0.06,24.4,21.590698,0.0,0.0,0.0,2.9789376
BAY537,37.3074,-78.38897,VADEQ,11:58:00,9,2010,020802070206,8.2,0.26,0.03,21.6,22.090698,0.0,2.5234375,2.5234375,4.501214
BAY537,37.43,-77.06,VADEQ,12:00:00,9,2010,020802060505,6.8,0.71,0.07,27.5,21.653198,0.0,0.0,0.0,3.2870936
BAY536,39.34279,-76.72639,MDDNR,08:45:00,9,2010,020600030902,8.2,1.218,0.122,19.0,16.460327,7.5859375,7.1484375,26.956205,10.499836
BAY536,38.96713,-75.94312,MDDNR,09:20:00,9,2010,020600050104,7.4,5.16,0.059,21.9,17.835052,0.2421875,17.210938,23.44058,3.9176798
BAY536,39.49364,-79.0447,MDDNR,09:55:00,9,2010,020700020302,9.3,2.47,0.029,16.5,14.7100525,3.1484375,3.8203125,18.06558,12.5512295
BAY537,38.97644,-78.33633,VADEQ,10:00:00,9,2010,020700060503,7.3,0.52,0.045,19.8,15.8975525,2.7890625,6.7578125,24.214018,15.901701
BAY536,39.48278,-76.88209,MDDNR,10:10:00,9,2010,020600030805,8.2,3.536,0.024,18.3,17.460052,1.2578125,9.5703125,32.073395,27.152336
BAY537,38.99719,-75.78644,MDDNR,10:19:00,9,2010,020600050203,6.4,2.255,0.04585,20.7,20.897552,0.078125,30.703125,42.823395,19.213827
BAY537,38.91361,-78.20972,VADEQ,11:30:00,9,2010,020700051004,7.8,0.31,0.03,20.9,16.585052,2.75,7.0,32.823395,14.241238
