Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
TUPMP.CARIDR001,CARIDR001,Camp Ridge Draft,38.29335,-79.23998,,Jennings Branch,Camp Ridge Draft,NAD83,Augusta County,FALSE,,51015,020700050103,Virginia,
ACB.CB1,CB1,,37.51261,-77.48008,,Little Westham Creek-James River,Crooked Branch,NAD83,Richmond city,FALSE,,51760,020802050607,Virginia,James
ACB.CB2,CB2,Crooked Branch 2,37.5139,-77.48058,,Little Westham Creek-James River,in Crooked Branch Revine,NAD83,Richmond city,TRUE,,51760,020802050607,Virginia,James
ACB.CEDCRE2.4,CEDCRE2.4,Cedar Creek,37.6307036,-79.5481695,,Spring Gap Creek-Cedar Creek,Cedar Creek at low bridge above monacan living exhibit off of the Cedar Creek Trail.,NAD83,Rockbridge County,FALSE,Monitor: Sandra Stuart,51163,020802011504,Virginia,James
ACB.CGC01,CGC01,Cedar Grove Creek at Maury River,37.8828,-79.3859,,Alone Mill Creek-Maury River,Cedar Grove Creek at confluence with Maury River,NAD83,Rockbridge County,FALSE,Monitor: David Hopkins,51163,020802020301,Virginia,James
RCA.CHA01,CHA01,St. Charles Branch at NE Park,38.042334,-78.466174,,Meadow Creek-Rivanna River,St. Charles at NE Park,NAD83,Charlottesville city,FALSE,Not regularly sampled until 2020,51540,020802040401,Virginia,James
ACB.CHIRIV22,CHIRIV22,Chickahominy River,37.6802779,-77.4550473,,Stony Run-Chickahominy River,Off of route 782,NAD83,Hanover County,TRUE,Sampled by Bill Flemming,51085,020802060402,Virginia,James
JMSAWCD.CK1,CK1,Crooked Run 1,38.9365,-77.93529,,Crooked Run-Goose Creek,Crooked Run at Rt. 724 (Pleasant Vale Road),NAD83,Fauquier County,FALSE,,51061,020700080502,Virginia,Potomac
HAWQS.CL1,CL1,Copperas Lane,37.633166,-77.625863,,Tuckahoe Creek,Tributary of Tuckahoe Creek that flows behind Copperas Lane street.,NAD83,Henrico County,FALSE,,51087,020802050605,Virginia,James
TUPMP.CLMICR001,CLMICR001,Clayton Mill Creek,38.138367,-79.430133,,Fridley Branch-Calfpasture River,Clayton Mill Creek,NAD83,Augusta County,FALSE,,51015,020802020105,Virginia,
JMSAWCD.CM1,CM1,Cromwells Run 1,38.90008,-77.83067,,Cromwells Run,Cromwells Run at Rt. 702 (Frogtown Road),NAD83,Fauquier County,FALSE,,51061,020700080504,Virginia,Potomac
ACB.CM1,CM1,Caledon Marsh 1,38.343494,-77.1682215,,Chotank Creek-Potomac River,Caledon Marsh 1,NAD83,King George County,TRUE,Front half of the marsh. Samples will be collected from the road by collecting water in a bucket from the bank.,51099,020700110303,Virginia,Potomac
ACB.CM2,CM2,Caledon Marsh 2,38.3438051,-77.170389,,Chotank Creek-Potomac River,Caledon Marsh 2,NAD83,King George County,TRUE,Walk down along the beach to the mouth of the Marsh where it connects to the Potomac. Samples will be collected in-stream mid-channel of the mouth.,51099,020700110303,Virginia,Potomac
JMSAWCD.CM2,CM2,Cromwells Run 2,38.91903,-77.819,,Cromwells Run,Cromwells Run at Rt. 716 (Five Points Road),NAD83,Fauquier County,FALSE,,51061,020700080504,Virginia,Potomac
JMSAWCD.CM3,CM3,Cromwells Run 3,38.91597,-77.80182,,Cromwells Run,Unnamed Tributary No. 1 to Cromwells Run at Rt. 708 (Young Road),NAD83,Fauquier County,FALSE,,51061,020700080504,Virginia,Potomac
ACB.COARIV3.0,COARIV3.0,Coan River,37.9581,-76.48242,,Coan River,End of the pier at 886 Bundick Rd. on the Coan River at the Bundick Wharf,NAD83,Northumberland County,TRUE,,51133,020700110805,Virginia,Potomac
ACB.COLCRE0.5,COLCRE0.5,Colliers Creek,37.7626,-79.54902,,Colliers Creek,Colliers Creek where it intersects with Toad Run at Effinger FD,NAD83,Rockbridge County,FALSE,Monitor: David Bryer and Marsha Heatwole,51163,020802020504,Virginia,
TUPMP.COONHO001,COONHO001,Coon Hollow,37.719205,-78.776884,,Beaver Creek-Rockfish River,Coon Hollow,NAD83,Nelson County,FALSE,,51125,020802031003,Virginia,
ACB.COVRUN0.1,COVRUN0.1,Cove Run,37.9080694,-79.4265595,,Mill Creek-Maury River,"68 Farmhouse Rd, Rockbridge Baths",NAD83,Lexington city,FALSE,"Monitors: Alicia and Molly. Cove Run begins underground, downhill from a new poultry CAFO and runs through 2 cattle farms before entering the Maury River.  It always has water.  Out station spot is just upstream of a small footbridge.",51678,020802020303,Virginia,James
TUPMP.COWPRI001,COWPRI001,Cowpasture River,37.97,-79.67,,Mill Creek-Cowpasture River,Cowpasture River,NAD83,Bath County,FALSE,,51017,020802010801,Virginia,
TUPMP.COWPRI002,COWPRI002,Cowpasture River,38.2891,-79.45862,,Wolfe Draft-Cowpasture River,Cowpasture River,NAD83,Highland County,FALSE,,51091,020802010601,Virginia,
ACB.CP1,CP1,,38.08138889,-76.84611111,,The Big Swamp-Cat Point Creek,Peach Grove,NAD83,Richmond County,FALSE,,51159,020801040401,Virginia,Lower Chesapeake
ACB.CP2,CP2,,38.03916667,-76.8275,,Menokin Bay-Cat Point Creek,County Bridge,NAD83,Richmond County,FALSE,,51159,020801040402,Virginia,Lower Chesapeake
ACB.CP4,CP4,,37.98388889,-76.80944444,,Menokin Bay-Cat Point Creek,Newline Bridge,NAD83,Richmond County,FALSE,,51159,020801040402,Virginia,Lower Chesapeake
ACB.CP8,CP8,,37.97444444,-76.85388889,,Menokin Bay-Cat Point Creek,Naylor's Point,NAD83,Richmond County,TRUE,,51159,020801040402,Virginia,Lower Chesapeake
ACB.CR1,CR1,,37.6251,-77.4942,,Upham Brook,ROCKY BRANCH,NAD83,Henrico County,FALSE,,51087,020802060403,Virginia,James
HAWQS.CR1,CR1,Chickahominy River,37.68855,-77.5777,,Grassy Swamp Creek-Chickahominy River,,NAD83,Hanover County,FALSE,230 feet north of track at Rivers Edge Elementary School,51085,020802060401,Virginia,James
JMSAWCD.CR1,CR1,Carter Run 1,38.69928,-77.907,,Carter Run,Leeds Manor Rd (Rt. 688) bridge over Carter Run,NAD83,Fauquier County,FALSE,,51061,020801030202,Virginia,Lower Chesapeake
JMSAWCD.CR2,CR2,Carter Run 2,38.75895,-77.91523,,Carter Run,Conde Rd (Rt. 737) bridge over South Run,NAD83,Fauquier County,FALSE,,51061,020801030202,Virginia,Lower Chesapeake
ACB.CR21,CR21,Chickahominy River 21,37.419912,-76.97541,,Big Swamp-Chickahominy River,Dock at Eagles Landing Public Access,NAD83,New Kent County,TRUE,Monitor: Jbohrer,51127,020802060506,Virginia,James
JMSAWCD.CR3,CR3,Carter Run 3,38.79938,-77.92217,,Carter Run,Wilson Rd (Rt. 738) bridge over South Run,NAD83,Fauquier County,FALSE,,51061,020801030202,Virginia,Lower Chesapeake
JMSAWCD.CR4,CR4,Carter Run 4,38.74672,-77.88678,,Carter Run,Wilson Rd (Rt. 738) bridge over Carter Run,NAD83,Fauquier County,FALSE,,51061,020801030202,Virginia,Lower Chesapeake
JMSAWCD.CR5,CR5,Carter Run 5,38.72454,-77.91048,,Carter Run,Intersection of Cliff Mills Rd (Rt. 681) and Piney Mountain Rd (Rt. 678) bridge over Carter Run,NAD83,Fauquier County,FALSE,,51061,020801030202,Virginia,Lower Chesapeake
ACB.CR5,CR5,,37.6057,-77.5455,,Upham Brook,Upham Brook,NAD83,Henrico County,FALSE,BCharles,51087,020802060403,Virginia,James
TUPMP.CRABRU001,CRABRU001,Crab Run,38.785183,-78.951383,,Crab Run,Crab Run,NAD83,Rockingham County,FALSE,,51165,020700060102,Virginia,
TUPMP.CRAICR002,CRAICR002,Craig Creek,37.315154,-80.39484,,Trout Creek-Craig Creek,Craig Creek,NAD83,Montgomery County,FALSE,,51121,020802011001,Virginia,
TUPMP.CRAICR003,CRAICR003,Craig Creek,37.308483,-80.420767,,Trout Creek-Craig Creek,Craig Creek,NAD83,Montgomery County,FALSE,,51121,020802011001,Virginia,
TUPMP.CRAICR004,CRAICR004,Craig Creek,37.315222,-80.401417,,Trout Creek-Craig Creek,Craig Creek,NAD83,Montgomery County,FALSE,,51121,020802011001,Virginia,
ACB.CRAMILCRE,CRAMILCRE,,37.87844,-76.4399417,,Great Wicomico River,Crabbe Mill Creek at dock off of Steamboat Lane.,NAD83,Northumberland County,TRUE,Alice Stieve and Art GIlbert,51133,020801020102,Virginia,
TUPMP.DAVICR002,DAVICR002,Davis Creek,37.830574,-78.848191,,Buck Creek-Rockfish River,Davis Creek,NAD83,Nelson County,FALSE,,51125,020802030903,Virginia,
TUPMP.DAVICR003,DAVICR003,Davis Creek,37.835674,-78.835211,,Buck Creek-Rockfish River,Davis Creek,NAD83,Nelson County,FALSE,,51125,020802030903,Virginia,
HAWQS.DB1,DB1,Deep Bottom 1,37.40815,-77.3031,,Fourmile Creek,,NAD83,Henrico County,FALSE,At floating dock on Bailey on Four Mile Creek at Deep Bottom Park,51087,020802060104,Virginia,James
ACB.DC1,DC1,Deep Creek,37.6179,-77.989833,,Sallee Creek-Deep Creek,,NAD83,Powhatan County,FALSE,"Sr. Elena Henderson

Rt. 684 or the end of Bell Road.",51145,020802050405,Virginia,James
HAWQS.DE1,DE1,Donahoe Elementary,37.540124,-77.295608,,Powhite Creek-Chickahominy River,located along Graves Rd by Donahoe Elementary School,NAD83,Henrico County,TRUE,,51087,020802060501,Virginia,James
PVMN.DeepCreek,Deep Creek,Landing at Warwick Yacht and Country Club,37.08725,-76.52171,,Warwick River,,NAD83,Newport News city,TRUE,Moved from the end of Deep Creek road to this new location on May 4 2017.,51700,020802060901,Virginia,James
ACB.DEEPRUN_FA,DEEPRUN_FA,Deep Run Fredericksburg Academy,38.2518,-77.4911,,Hazel Run-Rappahannock River,Deep Run near FA,NAD83,Spotsylvania County,TRUE,,51177,020801040102,Virginia,Lower Chesapeake
PVMN.DP1,DP1,Dandy Point,37.095861,-76.294694,,Back River-Lower Chesapeake Bay,Kayak launch near Wallace's Bait and Tackle,NAD83,Hampton city,TRUE,,51650,020801080104,Virginia,Lower Chesapeake
ACB.DR,DR,Dragon Run,37.5605011,-76.57189941,,Carvers Creek-Piankatank River,Dragon Run,NAD83,Gloucester County,TRUE,Sampled by Tidewater SWCD,51073,020801020301,Virginia,
HAWQS.DR1,DR1,Deep Run 1,37.60234,-77.6063,,Tuckahoe Creek,,NAD83,Henrico County,FALSE,Downstream side of Pump Road crossing,51087,020802050605,Virginia,James
ACB.DR3,DR3,,37.63527778,-76.69638889,,Meggs Bay-Dragon Swamp,Farley Park Bridge,NAD83,King and Queen County,TRUE,,51097,020801020204,Virginia,Lower Chesapeake
ACB.DR6,DR6,,37.69638889,-76.72722222,,Timber Branch Swamp-Dragon Swamp,Ware Bridge,NAD83,Middlesex County,TRUE,,51119,020801020203,Virginia,Lower Chesapeake
ACB.DR8,DR8,,37.55611111,-76.53305556,,Carvers Creek-Piankatank River,Holly Beach,NAD83,Gloucester County,FALSE,,51073,020801020301,Virginia,Lower Chesapeake
ACB.DR9,DR9,,37.58555556,-76.60305556,,Meggs Bay-Dragon Swamp,Pitts Lumber,NAD83,Gloucester County,FALSE,,51073,020801020204,Virginia,Lower Chesapeake
HAWQS.DRP2,DRP1,Deep Run Park 1,37.6224,-77.5863,,Tuckahoe Creek,,NAD83,Henrico County,FALSE,Spillway below southernmost lake at Deep Run Park,51087,020802050605,Virginia,James
TUPMP.DRYRIV001,DRYRIV001,Dry River,38.569886,-79.095235,,Skidmore Fork-Dry River,Dry River,NAD83,Rockingham County,FALSE,,51165,020700050501,Virginia,
TUPMP.DUTCCR001,DUTCCR001,Dutch Creek,37.759823,-78.795307,,Dutch Creek-Rockfish River,Dutch Creek,NAD83,Nelson County,FALSE,,51125,020802031002,Virginia,
TUPMP.DUTCCR002,DUTCCR002,Dutch Creek,37.763128,-78.785505,,Dutch Creek-Rockfish River,Dutch Creek,NAD83,Nelson County,FALSE,,51125,020802031002,Virginia,
TUPMP.EADRBR001,EADRBR001,East Dry Branch,38.20305,-79.25378,,Buffalo Branch-Middle River,East Dry Branch,NAD83,Augusta County,FALSE,,51015,020700050102,Virginia,
ACB.EASRIV2.75,EASRIV2.75,William's Warf Landing on East River,37.4029071,-76.3463915,,East River,Sampling on the public dock,NAD83,Mathews County,TRUE,David and Kerry Harlan,51115,020801020405,Virginia,
HAWQS.EL1,EL1,Echo Lake 1,37.67076,-77.54777,,Grassy Swamp Creek-Chickahominy River,,NAD83,Henrico County,FALSE,Echo Lake 1 is located on the back pedestrian bridge at Echo Lake Park,51087,020802060401,Virginia,James
HAWQS.EL2,EL2,Echo Lake 2,37.67443,-77.5481,,Grassy Swamp Creek-Chickahominy River,,NAD83,Henrico County,FALSE,Echo Lake 2 is located at the front pedestrian bridge in Echo Lake Park at the spillway,51087,020802060401,Virginia,James
ACB.ENGRUN,ENGRUN,England Run,38.3318,-77.5071,,Hazel Run-Rappahannock River,,NAD83,Stafford County,FALSE,,51179,020801040102,Virginia,Lower Chesapeake
LACA.EX-1,EX-1,,38.11488,-78.01012,,Lake Anna,Lake Lousia Dam,NAD83,Louisa County,FALSE,Dam on Lake Louisa off Blue Ridge Rd,51109,020801060402,Virginia,
LACA.EX-12,EX-12,,38.096,-77.96222,,Lake Anna,Goldmine Creek,NAD83,Louisa County,FALSE,Rte 613 - Gold Mine Creek at bridge,51109,020801060403,Virginia,
LACA.EX-13,EX-13,,38.08816,-77.90111,,Lake Anna,Christopher Run,NAD83,Louisa County,FALSE,Rte 613 - Christopher Run,51109,020801060404,Virginia,
LACA.EX-2,EX-2,,38.11522,-78.00257,,Lake Anna,Hickory Creek,NAD83,Louisa County,FALSE,Rte 669 - Downstream Lake Louisa,51109,020801060402,Virginia,
LACA.EX-4,EX-4,,38.1222,-77.9847,,Lake Anna,North Anna River,NAD83,Louisa County,FALSE,Rte 651 - 1.5 miles above Lake Anna (NAR061.09),51109,020801060401,Virginia,
LACA.EX-5,EX-5,,38.13902,-78.00667,,Lake Anna,North Anna River,NAD83,Orange County,FALSE,Rte 669 - 3 miles above Lake Anna (Bridge 6907),51137,020801060401,Virginia,
LACA.EX-9,EX-9,,38.10709,-78.03813,,Lake Anna,Hickory Creek,NAD83,Louisa County,FALSE,Just above Lake Louisa - Bridge on Lakeshore Drive,51109,020801060402,Virginia,
TUPMP.FALLRU002,FALLRU002,Falls Run,37.790524,-78.796783,,Dutch Creek-Rockfish River,Falls Run,NAD83,Nelson County,FALSE,,51125,020802031002,Virginia,
TUPMP.FALLRU003,FALLRU003,Falls Run,37.777397,-78.794247,,Dutch Creek-Rockfish River,Falls Run,NAD83,Nelson County,FALSE,,51125,020802031002,Virginia,
CWT.FCR10,FCR10,CWT FCR 10,37.45847,-77.48428,,Falling Creek,shorelline behind 4320 Reservoir Lane,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.FCR5,FCR5 ,,37.4591,-77.4834,,Falling Creek,On a private dock at 4309 Reservoir Lane,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.FCR6,FCR6,,37.4622,-77.4683,,Falling Creek,On a private dock at 4400 Lake Hill Court ,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.FCR7,FCR7,,37.4587,-77.4777,,Falling Creek,On a private dock at 4600 Selwood Road,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
CWT.FCR8,FCR8,,37.4854,-77.4732,,Almond Creek-James River,On a private dock at 4600 Melody Court ,NAD83,Richmond city,FALSE,,51760,020802060101,Virginia,James
CWT.FCR9,FCR9,Falling Creek Reservoir 8,37.459,-77.4749,,Falling Creek,dock at 4150 October Road,NAD83,Chesterfield County,FALSE,,51041,020802060102,Virginia,James
TUPMP.FENTCR001,FENTCR001,Fenton Creek,37.900652,-78.972298,,South Fork Rockfish River,Fenton Creek,NAD83,Nelson County,FALSE,,51125,020802030902,Virginia,
ACB.FOR1,FOR1,,38.2898,-77.4816,,Hazel Run-Rappahannock River,HAZEL RUN / ALUM SPRINGS PARK,NAD83,Fredericksburg city,TRUE,,51630,020801040102,Virginia,Lower Chesapeake
ACB.FOR11,FOR11,,38.27315,-77.53598,,Hazel Run-Rappahannock River,HAZEL RUN AT SALEM CHURCH ROAD,NAD83,Spotsylvania County,FALSE,Ben Raterman- monitor,51177,020801040102,Virginia,Lower Chesapeake
ACB.FOR12,FOR12,Long Branch,38.26762772,-77.50488281,,Hazel Run-Rappahannock River,Long Branch (Hazel Run tributary) at Harrison Road,NAD83,Spotsylvania County,FALSE,,51177,020801040102,Virginia,
ACB.FOR13,FOR13,Hazel Run,38.28559113,-77.49178314,,Hazel Run-Rappahannock River,Hazel Run at Kings Mill,NAD83,Fredericksburg city,TRUE,,51630,020801040102,Virginia,
ACB.FOR14,FOR14,Hazel Run,38.20449829,-77.45950317,,Poni River,Hazel Run south of Gunnary Roads,NAD83,Spotsylvania County,TRUE,,51177,020801050105,Virginia,
ACB.FOR16,FOR16,,38.348611,-77.580556,,Motts Run-Rappahannock River,Horsepen Run,NAD83,Stafford County,TRUE,,51179,020801040101,Virginia,Lower Chesapeake
ACB.FOR17,FOR17,,38.313611,-77.540556,,Motts Run-Rappahannock River,Motts Run Landing,NAD83,Spotsylvania County,TRUE,,51177,020801040101,Virginia,Lower Chesapeake
ACB.FOR18,FOR18,,38.321111,-77.488889,,Hazel Run-Rappahannock River,Rappahannock at FOR Beach,NAD83,Fredericksburg city,TRUE,,51630,020801040102,Virginia,Lower Chesapeake
ACB.FOR2,FOR2,,38.3188,-77.4859,,Hazel Run-Rappahannock River,RAPPAHANNOCK RIVER (NONTIDAL),NAD83,Fredericksburg city,FALSE,Keith Homza - monitor,51630,020801040102,Virginia,Lower Chesapeake
ACB.FOR4,FOR4,,38.1902,-77.201,,Goldenvale Creek-Rappahannock River,RAPPAHANNOCK RIVER (TIDAL),NAD83,King George County,FALSE,Keith Homza - Monitor,51099,020801040203,Virginia,Lower Chesapeake
ACB.FOR6,FOR6,Hazel Run,38.29230118,-77.45659637,,Hazel Run-Rappahannock River,Hazel Run between rt 17/2 and rt. 3,NAD83,Fredericksburg city,TRUE,,51630,020801040102,Virginia,
ACB.FOR7,FOR7,Hazel Run,38.29109955,-77.50589752,,Hazel Run-Rappahannock River,Hazel Run tributary east of Gateway Blvd.,NAD83,Fredericksburg city,FALSE,,51630,020801040102,Virginia,
ACB.FOR8,FOR8,,38.2566,-77.4158,,Hazel Run-Rappahannock River,RAPPAHANNOCK RIVER AT LITTLE FALLS BOAT RAMP,NAD83,Stafford County,FALSE,,51179,020801040102,Virginia,Lower Chesapeake
ACB.FOR9,FOR9,Smith Run/Hazel Run,38.30410004,-77.49259949,,Hazel Run-Rappahannock River,Smith Run/Hazel Run at manor drive,NAD83,Fredericksburg city,FALSE,,51630,020801040102,Virginia,
ACB.FOR-Kinsey1,FOR-Kinsey1,,38.422793,-78.374048,,Garth Run-Rapidan River,FOR Kinsey Run,NAD83,Madison County,FALSE,Bryan Hoffman,51113,020801030701,Virginia,Lower Chesapeake
ACB.FOR-Kinsey2,FOR-Kinsey2,,38.42312,-78.372267,,Garth Run-Rapidan River,FOR Kinsey Run,NAD83,Madison County,FALSE,Bryan Hoffman,51113,020801030701,Virginia,Lower Chesapeake
PVMN.GA,GA,Garden Atrium,37.13705,-76.3896,,Poquoson River-Lower Chesapeake Bay,Poquoson Ave and Wythe Creek Road,NAD83,Poquoson city,TRUE,,51735,020801080101,Virginia,Lower Chesapeake
ACB.GC,GC,,37.46921,-77.45798,,Falling Creek,Grindall Creek,NAD83,Richmond city,FALSE,,51760,020802060102,Virginia,James
JMSAWCD.GC1,GC1,Goose Creek 1,38.90555,-77.9975,,Mitchells Branch-Goose Creek,Goose Creek at Rt. 688 (Leeds Manor Road),NAD83,Fauquier County,FALSE,,51061,020700080501,Virginia,Potomac
PVMN.GC1,GC1,Goose Creek,37.19409,-76.42587,,Poquoson River-Lower Chesapeake Bay,Backyard water access of a private residence,NAD83,York County,TRUE,,51199,020801080101,Virginia,Lower Chesapeake
JMSAWCD.GC2,GC2,Goose Creek 2,38.90331,-77.93577,,Mitchells Branch-Goose Creek,Unnamed Tributary No. 7 to Goose Creek at Rt. 55,NAD83,Fauquier County,FALSE,,51061,020700080501,Virginia,Potomac
JMSAWCD.GC3,GC3,Goose Creek 3,38.9201,-77.87233,,Crooked Run-Goose Creek,Unnamed Tributary No. 4 to Goose Creek at Rt. 713 (Maidstone Road),NAD83,Fauquier County,FALSE,,51061,020700080502,Virginia,Potomac
ACB.GIL02,GIL02,,37.5278854,-77.3928452,,Almond Creek-James River,Gillies Creek a split with Stoney Run,NAD83,Richmond city,FALSE,Utility road just south of Jennie Scher Rd.,51760,020802060101,Virginia,James
ACB.GIL03,GIL03,,37.522728,-77.416358,,Almond Creek-James River,Gillies Creek by Stone Brewery,NAD83,Richmond city,FALSE,Park at Stone Brewing and follow trail entrance under the train bridge.,51760,020802060101,Virginia,James
TUPMP.GOODCR002,GOODCR002,Goodwin Creek,37.97616,-78.86233,,North Fork Rockfish River,Goodwin Creek,NAD83,Nelson County,FALSE,,51125,020802030901,Virginia,
ACB.GP1,GP1,,36.9952984,-76.5824258,,Jones Creek-Pagan River,GATLING POINT ISLE OF WIGHT,NAD83,Isle of Wight County,FALSE,COLLECTION FROM A PIER AT THE GATLING POINT YACHT CLUB ON MARINA ROAD,51093,020802060904,Virginia,James
JMSAWCD.GP1,GP1,Gap Run 1,38.94361,-77.89528,,Crooked Run-Goose Creek,Gap Run at Rt. 623 (Rokeby Road),NAD83,Fauquier County,FALSE,,51061,020700080502,Virginia,Potomac
ACB.GP3,GP3,Goshen Pass,37.9824,-79.23625,,Stony Run-South River,"Maury River near the lower end of Goshen Pass at my home, 65 Flat Rock Lane, Rockbridge Baths, Va. 24473",NAD83,Augusta County,FALSE,"This site is in the Allegheny Mountains about 13 miles northwest of Lexington, Va., in Rockbridge County. The river passes between two steep slopes here. Most of the surrounding area is owned by the state but there are a few private holdings. Three miles upstream the Calfpasture and the Little Calfpasture (impaired/sediment) come together to form the Maury. The river runs for 43 miles, all in Rockbridge County, and empties into the James at Glasgow, as the James enters the Blue Ridge Mountains.

Monitor: John Pancake",51015,020700050701,Virginia,Potomac
TUPMP.GULLCR001,GULLCR001,Gullysville Creek,37.861389,-78.861944,,Buck Creek-Rockfish River,Gullysville Creek,NAD83,Nelson County,FALSE,,51125,020802030903,Virginia,
ACB.GW1,GW1,Mallard Bay,37.87110901,-76.43110657,,Great Wicomico River,Mallard Bay,NAD83,Northumberland County,TRUE,,51133,020801020102,Virginia,
ACB.HALCRE0.72,HALCRE0.72,Halfway Creek,37.2408,-76.6916,,College Creek,Halfway Creek at Carter's Grove Country Road,NAD83,James City County,TRUE,Sampling is with a bucket from a pedestrian bridge in the channel,51095,020802060801,Virginia,James
ACB.HALCRE3,HALCRE3,Tributary of Halfway Creek,37.239145,-76.664161,,College Creek,Tributary of Halfway Creek,NAD83,James City County,TRUE,Perennial Stream behind 2 Whittakers Mill Rd,51095,020802060801,Virginia,James
TUPMP.HAMIBR001,HAMIBR001,Hamilton Branch,38.19035,-79.42254,,Hamilton Branch,Hamilton Branch,NAD83,Augusta County,FALSE,,51015,020802020104,Virginia,
TUPMP.HAMIBR002,HAMIBR002,Hamilton Branch,38.18525,-79.39462,,Hamilton Branch,Hamilton Branch,NAD83,Augusta County,FALSE,,51015,020802020104,Virginia,
ACB.HAYCRE1.45,HAYCRE1.45,Hay;s Creek below turkey house,37.911234,-79.40021,,Hays Creek,The point of sampling is from the bridge on Walkers Creek Road (rt. 602) using a bucket lowered from the bridge (about 20' above the creek).,NAD83,Rockbridge County,FALSE,Monitor: Jeff Scott,51163,020802020205,Virginia,James
ACB.HAYCRE2.45,HAYCRE2.45,Hays Creek,37.93414,-79.34192,,Hays Creek,Hays Creek near the intersection of Hays Creek Road and McElwee Road. The site is the bridge crossing Hays Creek on McElwee Road.,NAD83,Rockbridge County,FALSE,Monitor: Greg Amonette,51163,020802020205,Virginia,
ACB.HAYCRE3.5,HAYCRE3.5,Hays Creek at Walkers Creek,37.925606,-79.387617,,Hays Creek,The point of sampling is underneath the bridge on Walkers Creek Road,NAD83,Rockbridge County,FALSE,Monitor: Jeff Scott,51163,020802020205,Virginia,James
ACB.HAZRUN,HAZRUN,Hazel Run,38.27963,-77.499828,,Hazel Run-Rappahannock River,,NAD83,Fredericksburg city,FALSE,Hazel Run immediately upstream of its confluence with Long Branch,51630,020801040102,Virginia,Lower Chesapeake
PVMN.HB1,HB1,James River,37.02821,-76.46536,,Cooper Creek-James River,,NAD83,Newport News city,TRUE,At fishing pier near the shoreline,51700,020802060906,Virginia,James
HAWQS.HB1,HB1,Hardings Branch,37.632049,-77.649008,,Tuckahoe Creek,"tributary of Tuckahoe Creek, back of 2601 Bradway Ln",NAD83,Henrico County,FALSE,,51087,020802050605,Virginia,James
ACB.HC,HC,Horse Creek,37.59866,-77.4263,,Powhite Creek-Chickahominy River,Horse Creek at Lark Drive,NAD83,Henrico County,TRUE,,51087,020802060501,Virginia,James
HAWQS.HC1,HC1,Hungary Creek,37.648866,-77.496569,,Upham Brook,,NAD83,Henrico County,TRUE,Located off Woodman Road on pull off area,51087,020802060403,Virginia,James
PVMN.HC2,HC2,Hampton River,37.02014,-76.34401,,Hampton River-Hampton Roads,,NAD83,Hampton city,TRUE,At Hampton Yacht Club at end of pier,51650,020802080303,Virginia,James
HAWQS.HCLR,HC2,Horse Creek,37.598688,-77.4265,,Powhite Creek-Chickahominy River,Off Lark Road by Richmond Henrico Turnpike Road,NAD83,Henrico County,TRUE,,51087,020802060501,Virginia,James
HAWQS.HCP1,HCP1,Hidden Creek Park,37.555637,-77.394187,,Almond Creek-James River,Stream that runs in Hidden Creek Park,NAD83,Henrico County,TRUE,,51087,020802060101,Virginia,James
ACB.HGC,HGC,Hungary Creek,37.64886,-77.49663,,Upham Brook,Hungary Creek,NAD83,Henrico County,TRUE,,51087,020802060403,Virginia,
TUPMP.HODGDR001,HODGDR001,Hodges Draft,38.27493,-79.38364,,Holloway Draft-Calfpasture River,Hodges Draft,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
TUPMP.HODGDR002,HODGDR002,Hodges Draft,38.26031,-79.37106,,Holloway Draft-Calfpasture River,Hodges Draft,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
TUPMP.HODGDR003,HODGDR003,Hodges Draft,38.23334,-79.34763,,Holloway Draft-Calfpasture River,Hodges Draft,NAD83,Augusta County,FALSE,,51015,020802020103,Virginia,
TUPMP.HOQURU001,HOQURU001,Hone Quarry Run,38.473396,-79.146968,,Briery Branch,Hone Quarry Run,NAD83,Rockingham County,FALSE,,51165,020700050403,Virginia,
ACB.HR2,HR2,Hague Tidal Inlet,36.85599899,-76.29419708,,Elizabeth River,"Hague Tidal Inlet, East side",NAD83,Norfolk city,TRUE,,51710,020802080206,Virginia,
ACB.HSC01,HSC01,Horse Swamp Creek,37.59866,-77.4263,,Powhite Creek-Chickahominy River,Horse Creek at Lark Drive,NAD83,Henrico County,FALSE,"Historically named, HC and named RVA-HSC01 for City of Richmond lab data.",51087,020802060501,Virginia,James
HAWQS.WL1,IL1,Innsbrook Lake 1,37.65998,-77.57763,,Grassy Swamp Creek-Chickahominy River,,NAD83,Henrico County,FALSE,Pedestrian bridge behind ALFA Alliance Insurance Building,51087,020802060401,Virginia,James
JRA.J05,J05,,37.2239,-76.788613,,Broad Swamp-James River,James River at Jamestown Beach,NAD83,James City County,TRUE,,51095,020802060701,Virginia,
JRA.J08,J08,,37.518597,-77.416635,,Almond Creek-James River,James River at Rocketts Landing,NAD83,Richmond city,TRUE,,51760,020802060101,Virginia,
