Date,Time,StationName,StationCode,Latitude,Longitude,GroupCode,SampleId,SampleDepth,Air temperature (AT.5),Air temperature (AT.5) Code,Air temperature (AT.5) Problem,Air temperature (AT.5) Qualifier,Air temperature (AT.5) Tier,Air temperature (AT.5) Units,Bacteria (E.Coli) (ECOLI.1),Bacteria (E.Coli) (ECOLI.1) Code,Bacteria (E.Coli) (ECOLI.1) Problem,Bacteria (E.Coli) (ECOLI.1) Qualifier,Bacteria (E.Coli) (ECOLI.1) Tier,Bacteria (E.Coli) (ECOLI.1) Units,Bacteria (E.Coli) (ECOLI.4),Bacteria (E.Coli) (ECOLI.4) Code,Bacteria (E.Coli) (ECOLI.4) Problem,Bacteria (E.Coli) (ECOLI.4) Qualifier,Bacteria (E.Coli) (ECOLI.4) Tier,Bacteria (E.Coli) (ECOLI.4) Units,Chlorophyll a (CHL.2),Chlorophyll a (CHL.2) Code,Chlorophyll a (CHL.2) Problem,Chlorophyll a (CHL.2) Qualifier,Chlorophyll a (CHL.2) Tier,Chlorophyll a (CHL.2) Units,Conductivity (CO.5),Conductivity (CO.5) Code,Conductivity (CO.5) Problem,Conductivity (CO.5) Qualifier,Conductivity (CO.5) Tier,Conductivity (CO.5) Units,Dissolved oxygen % Sat (DO.3),Dissolved oxygen % Sat (DO.3) Code,Dissolved oxygen % Sat (DO.3) Problem,Dissolved oxygen % Sat (DO.3) Qualifier,Dissolved oxygen % Sat (DO.3) Tier,Dissolved oxygen % Sat (DO.3) Units,Dissolved oxygen % Sat (DO.6),Dissolved oxygen % Sat (DO.6) Code,Dissolved oxygen % Sat (DO.6) Problem,Dissolved oxygen % Sat (DO.6) Qualifier,Dissolved oxygen % Sat (DO.6) Tier,Dissolved oxygen % Sat (DO.6) Units,Dissolved oxygen (DO.2),Dissolved oxygen (DO.2) Code,Dissolved oxygen (DO.2) Problem,Dissolved oxygen (DO.2) Qualifier,Dissolved oxygen (DO.2) Tier,Dissolved oxygen (DO.2) Units,Dissolved oxygen (DO.5),Dissolved oxygen (DO.5) Code,Dissolved oxygen (DO.5) Problem,Dissolved oxygen (DO.5) Qualifier,Dissolved oxygen (DO.5) Tier,Dissolved oxygen (DO.5) Units,Enterococcus (ENT.2),Enterococcus (ENT.2) Code,Enterococcus (ENT.2) Problem,Enterococcus (ENT.2) Qualifier,Enterococcus (ENT.2) Tier,Enterococcus (ENT.2) Units,pH (PH.7),pH (PH.7) Code,pH (PH.7) Problem,pH (PH.7) Qualifier,pH (PH.7) Tier,pH (PH.7) Units,Salinity (SA.1),Salinity (SA.1) Code,Salinity (SA.1) Problem,Salinity (SA.1) Qualifier,Salinity (SA.1) Tier,Salinity (SA.1) Units,Salinity (SA.6),Salinity (SA.6) Code,Salinity (SA.6) Problem,Salinity (SA.6) Qualifier,Salinity (SA.6) Tier,Salinity (SA.6) Units,Total Depth (TD.1),Total Depth (TD.1) Code,Total Depth (TD.1) Problem,Total Depth (TD.1) Qualifier,Total Depth (TD.1) Tier,Total Depth (TD.1) Units,Total Nitrogen (TN.1),Total Nitrogen (TN.1) Code,Total Nitrogen (TN.1) Problem,Total Nitrogen (TN.1) Qualifier,Total Nitrogen (TN.1) Tier,Total Nitrogen (TN.1) Units,Total Nitrogen (TN.2),Total Nitrogen (TN.2) Code,Total Nitrogen (TN.2) Problem,Total Nitrogen (TN.2) Qualifier,Total Nitrogen (TN.2) Tier,Total Nitrogen (TN.2) Units,Total Phosphorus (TP.1),Total Phosphorus (TP.1) Code,Total Phosphorus (TP.1) Problem,Total Phosphorus (TP.1) Qualifier,Total Phosphorus (TP.1) Tier,Total Phosphorus (TP.1) Units,Total Phosphorus (TP.3),Total Phosphorus (TP.3) Code,Total Phosphorus (TP.3) Problem,Total Phosphorus (TP.3) Qualifier,Total Phosphorus (TP.3) Tier,Total Phosphorus (TP.3) Units,Water Clarity (WC.1),Water Clarity (WC.1) Code,Water Clarity (WC.1) Problem,Water Clarity (WC.1) Qualifier,Water Clarity (WC.1) Tier,Water Clarity (WC.1) Units,Water Clarity (WC.2),Water Clarity (WC.2) Code,Water Clarity (WC.2) Problem,Water Clarity (WC.2) Qualifier,Water Clarity (WC.2) Tier,Water Clarity (WC.2) Units,Water temperature (WT.3),Water temperature (WT.3) Code,Water temperature (WT.3) Problem,Water temperature (WT.3) Qualifier,Water temperature (WT.3) Tier,Water temperature (WT.3) Units,Water temperature (WT.4),Water temperature (WT.4) Code,Water temperature (WT.4) Problem,Water temperature (WT.4) Qualifier,Water temperature (WT.4) Tier,Water temperature (WT.4) Units,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 24 Hours,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,ModifiedDate,Comments
04/22/2018,14:58:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,DO.6,,,3,pct,,,,,,,8,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,2.2,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,WC.2,,,3,M,,,,,,,16,WT.4,,,3,deg C,,It was a warm and sunny day. There were several people walking their dogs. about 10 people were fishing up stream at the bridge over the dam. Many trees were beginning to bloom. Very little litter was observed,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2019-01-23T13:36:26.257,
04/22/2018,14:58:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,DO.6,,,3,pct,,,,,,,7.9,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,WT.4,,,3,deg C,,It was a warm and sunny day. There were several people walking their dogs. about 10 people were fishing up stream at the bridge over the dam. Many trees were beginning to bloom. Very little litter was observed,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2019-01-23T13:36:26.257,
04/22/2018,14:58:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,DO.6,,,3,pct,,,,,,,8,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,WT.4,,,3,deg C,,It was a warm and sunny day. There were several people walking their dogs. about 10 people were fishing up stream at the bridge over the dam. Many trees were beginning to bloom. Very little litter was observed,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2019-01-23T13:36:26.257,
04/22/2018,14:58:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,118.4,CO.5,,,2,uS/cm,86.8,DO.3,,,2,pct,,,,,,,9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,TD.1,,,1,M,4.13,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,0.8,WC.1,,,1,M,,,,,,,14.5,WT.3,,,2,deg C,,,,,,,,"More litter (beer bottles,cans, fast foodwrappers) was observed this time than previous visits.",,,,,,,,,,,,Calm,,Partly Cloudy,,,,2020-01-06T10:06:37.34,
04/22/2018,14:58:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,135,CO.5,,,2,uS/cm,86.8,DO.3,,,2,pct,,,,,,,6.3,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,WC.1,,,1,M,,,,,,,18.1,WT.3,,,2,deg C,,,,,,,,"More litter (beer bottles,cans, fast foodwrappers) was observed this time than previous visits.",,,,,,,,,,,,Calm,,Partly Cloudy,,,,2020-01-06T10:06:37.34,
04/22/2018,14:58:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,118.5,CO.5,,,2,uS/cm,86.9,DO.3,,,2,pct,,,,,,,9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,WT.3,,,2,deg C,,,,,,,,"More litter (beer bottles,cans, fast foodwrappers) was observed this time than previous visits.",,,,,,,,,,,,Calm,,Partly Cloudy,,,,2020-01-06T10:06:37.34,
04/22/2018,14:58:00,JABR2,NWA.JABR2,38.55495,-75.53978,NWA,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,133,CO.5,,,2,uS/cm,86.9,DO.3,,,2,pct,,,,,,,6.4,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,WT.3,,,2,deg C,,,,,,,,"More litter (beer bottles,cans, fast foodwrappers) was observed this time than previous visits.",,,,,,,,,,,,Calm,,Partly Cloudy,,,,2020-01-06T10:06:37.34,
04/22/2018,15:15:00,DECR3,NWA.DECR3,38.644607,-75.579428,NWA,1,0.5,,,,,,,,,,,,,,,,,,,4.54,CHL.2,,,2,ug/L,,,,,,,,,,,,,99.1,DO.6,,,3,pct,,,,,,,9.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,2.97,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,,2,mg/L,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.1,WT.4,,,3,deg C,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2020-01-06T10:34:29.187,
04/22/2018,15:15:00,DECR3,NWA.DECR3,38.644607,-75.579428,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,DO.6,,,3,pct,,,,,,,9.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,2.72,TN.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.1,WT.4,,,3,deg C,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2020-01-06T10:34:29.187,
04/22/2018,15:45:00,DEHE1,NWA.DEHE1,38.7475,-75.5816,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,98.1,CO.5,,,2,uS/cm,138.1,DO.3,,,2,pct,,,,,,,12.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,,,1,M,4.88,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,0.9,WC.1,,,1,M,,,,,,,18.7,WT.3,,,2,deg C,,,,,,,,Great day. Beautiful.,,,,,,,,,,,,Ripple,,Partly Cloudy,,,,2019-01-14T12:35:20.03,
04/22/2018,15:45:00,DEHE1,NWA.DEHE1,38.7475,-75.5816,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,100.1,CO.5,,,2,uS/cm,137,DO.3,,,2,pct,,,,,,,12.8,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,0.9,WC.1,,,1,M,,,,,,,18.8,WT.3,,,2,deg C,,,,,,,,Great day. Beautiful.,,,,,,,,,,,,Ripple,,Partly Cloudy,,,,2019-01-14T12:35:20.03,
04/22/2018,15:50:00,DEHE3,NWA.DEHE3,38.6647,-75.5639,NWA,1,0.2,,,,,,,,,,,,,,,,,,,1.3,CHL.2,,,2,ug/L,,,,,,,,,,,,,101.7,DO.6,,,3,pct,,,,,,,10.6,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.3,TD.1,,,1,M,4.06,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,15.9,WT.4,,,3,deg C,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2019-01-15T11:59:15.84,
04/22/2018,15:50:00,DEHE3,NWA.DEHE3,38.6647,-75.5639,NWA,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,DO.6,,,3,pct,,,,,,,10,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.3,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,15.9,WT.4,,,3,deg C,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Partly Cloudy,,,,2019-01-15T11:59:15.84,
04/22/2018,15:55:00,DENA4,NWA.DENA4,38.6013,-75.6563,NWA,1,0.5,,,,,,,,,,,,,,,,,,,30.89,CHL.2,,,2,ug/L,,,,,,,,,,,,,113,DO.6,,,3,pct,,,,,,,11.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,3.67,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.5,WT.4,,,3,deg C,,,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-16T13:28:13.497,
04/22/2018,15:55:00,DENA4,NWA.DENA4,38.6013,-75.6563,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,DO.6,,,3,pct,,,,,,,11.1,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.5,WT.4,,,3,deg C,,,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-16T13:28:13.497,
04/22/2018,16:10:00,DENA2,NWA.DENA2,38.6336,-75.6177,NWA,1,0.5,,,,,,,,,,,,,,,,,,,3.35,CHL.2,,,2,ug/L,,,,,,,,,,,,,104.2,DO.6,,,3,pct,,,,,,,10.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.1,TD.1,,,1,M,3.66,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.9,WC.2,,,3,M,,,,,,,15.8,WT.4,,,3,deg C,,,,,,,,,Incoming (Flood),,,,,Ripple,,Sunny,,,,2019-01-16T11:49:57.547,
04/22/2018,16:10:00,DENA2,NWA.DENA2,38.6336,-75.6177,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,DO.6,,,3,pct,,,,,,,10.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.1,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,WC.2,,,3,M,,,,,,,15.8,WT.4,,,3,deg C,,,,,,,,,Incoming (Flood),,,,,Ripple,,Sunny,,,,2019-01-16T11:49:57.547,
04/22/2018,16:15:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,117.8,CO.5,,,2,uS/cm,140.8,DO.3,,,2,pct,,,,,,,13.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,TD.1,,,1,M,5.66,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,1.6,WC.1,,,1,M,,,,,,,17.1,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly Cloudy,,,,2019-01-14T14:09:55.057,
04/22/2018,16:15:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,117.8,CO.5,,,2,uS/cm,140.6,DO.3,,,2,pct,,,,,,,13.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,1.6,WC.1,,,1,M,,,,,,,17.1,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly Cloudy,,,,2019-01-14T14:09:55.057,
04/22/2018,16:15:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,118.5,CO.5,,,2,uS/cm,140.3,DO.3,,,2,pct,,,,,,,13.4,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly Cloudy,,,,2019-01-14T14:09:55.057,
04/22/2018,16:15:00,DEHE2,NWA.DEHE2,38.7283,-75.562,NWA,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,118.5,CO.5,,,2,uS/cm,139.4,DO.3,,,2,pct,,,,,,,13.4,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,WT.3,,,2,deg C,,,,,,,,,,,,,,,,,,,,Calm,,Partly Cloudy,,,,2019-01-14T14:09:55.057,
04/22/2018,16:30:00,DEHE4,NWA.DEHE4,38.643,-75.5929,NWA,1,0.5,,,,,,,,,,,,,,,,,,,4.88,CHL.2,,,2,ug/L,,,,,,,,,,,,,109.4,DO.6,,,3,pct,,,,,,,10.7,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.7,TD.1,,,1,M,3.62,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.7,WC.2,,,3,M,,,,,,,16.6,WT.4,,,3,deg C,,Changed membrane due to unstable reading called beth-got all taken care of.,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-15T14:39:08.987,
04/22/2018,16:30:00,DEHE4,NWA.DEHE4,38.643,-75.5929,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,DO.6,,,3,pct,,,,,,,10.5,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.7,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,WC.2,,,3,M,,,,,,,16.6,WT.4,,,3,deg C,,Changed membrane due to unstable reading called beth-got all taken care of.,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-15T14:39:08.987,
04/22/2018,16:40:00,COBR1,NWA.COBR1,38.6422,-75.6068,NWA,1,0.2,,,,,,,,,,,,,,,,,,,20.24,CHL.2,,,2,ug/L,,,,,,,,,,,,,102.8,DO.6,,,3,pct,,,,,,,9.7,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.3,TD.1,,,1,M,5.41,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,17.9,WT.4,,,3,deg C,,,,,,,,,Low,,,,,Ripple,,Sunny,,,,2019-01-14T19:37:17.84,
04/22/2018,16:40:00,COBR1,NWA.COBR1,38.6422,-75.6068,NWA,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,DO.6,,,3,pct,,,,,,,9.7,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.3,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,17.9,WT.4,,,3,deg C,,,,,,,,,Low,,,,,Ripple,,Sunny,,,,2019-01-14T19:37:17.84,
04/22/2018,16:40:00,COBR1,NWA.COBR1,38.6422,-75.6068,NWA,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,,,,,,,,,,,,,,,Low,,,,,Ripple,,Sunny,,,,2019-01-14T19:37:17.84,
04/22/2018,16:40:00,COBR1,NWA.COBR1,38.6422,-75.6068,NWA,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,WC.2,,,3,M,,,,,,,,,,,,,,,,,,,,,Low,,,,,Ripple,,Sunny,,,,2019-01-14T19:37:17.84,
04/22/2018,17:05:00,GRBR1,NWA.GRBR1,38.6871,-75.5481,NWA,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,73.7,CO.5,,,2,uS/cm,98.1,DO.3,,,2,pct,,,,,,,9.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,,,1,M,2.08,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,0.9,WC.1,,,1,M,,,,,,,16.9,WT.3,,,2,deg C,,,,,,,,water was too dark to see eel grass,,,,,,,,,,,,Calm,,Overcast,,,,2019-01-22T11:13:08.453,
04/22/2018,17:05:00,GRBR1,NWA.GRBR1,38.6871,-75.5481,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,73.7,CO.5,,,2,uS/cm,98.1,DO.3,,,2,pct,,,,,,,9.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,0.9,WC.1,,,1,M,,,,,,,16.9,WT.3,,,2,deg C,,,,,,,,water was too dark to see eel grass,,,,,,,,,,,,Calm,,Overcast,,,,2019-01-22T11:13:08.453,
04/22/2018,18:25:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,1,0.5,,,,,,,,,,,,,,,,,,,4.12,CHL.2,,,2,ug/L,,,,,,,,,,,,,91.5,DO.6,,,3,pct,,,,,,,9.1,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,4.69,TN.1,,,2,mg/L,,,,,,,0.05,TP.1,,<,2,mg/L,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.7,WT.4,,,3,deg C,,I personally fish from the dock. Tide coming in very slowly.,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-23T09:48:46.383,
04/22/2018,18:25:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,DO.6,,,3,pct,,,,,,,9.1,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,0.6,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,WC.2,,,3,M,,,,,,,15.7,WT.4,,,3,deg C,,I personally fish from the dock. Tide coming in very slowly.,,,,,,,Low,,,,,Ripple,,Partly Cloudy,,,,2019-01-23T09:48:46.383,
04/22/2019,07:00:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,1,0.5,,,,,,,,,,,,,,,,,,,7.46,CHL.2,,,2,ug/L,,,,,,,,,,,,,79,DO.6,,,3,pct,,,,,,,7.1,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.4,TD.1,,,1,M,,,,,,,4.732,TN.2,,,3,mg/L,,,,,,,0.091,TP.3,,,3,mg/L,,,,,,,0.7,WC.2,,,3,M,,,,,,,20.6,WT.4,,,3,deg C,,Tide still coming in slowly. Boat went by dock at start of sampling causing ripples on surface of water. Some oil drops floating on water surface,,,,,,,High,,,,,Ripple,,Partly cloudy,,,,2020-01-15T13:11:01.79,
04/22/2019,07:00:00,BRCR2,NWA.BRCR2,38.5674,-75.6211,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,DO.6,,,3,pct,,,,,,,6.6,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,1.4,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,WC.2,,,3,M,,,,,,,20.6,WT.4,,,3,deg C,,Tide still coming in slowly. Boat went by dock at start of sampling causing ripples on surface of water. Some oil drops floating on water surface,,,,,,,High,,,,,Ripple,,Partly cloudy,,,,2020-01-15T13:11:01.79,
04/22/2019,07:41:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,1,0.5,,,,,,,,,,,,,60,ECOLI.4,,,2,MPN,4.08,CHL.2,,,2,ug/L,,,,,,,,,,,,,78.8,DO.6,,,3,pct,,,,,,,7.4,DO.5,,,3,mg/L,50,ENT.2,,,2,CFU,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,2.5,TD.1,,,1,M,,,,,,,3.724,TN.2,,,3,mg/L,,,,,,,0.086,TP.3,,,3,mg/L,,,,,,,0.7,WC.2,,,3,M,,,,,,,18.2,WT.4,,,3,deg C,,Foamy/bubbly water surface,,,,,,,High,,,,,Calm,,Overcast,,,,2020-01-16T09:26:54.593,
04/22/2019,07:41:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,DO.6,,,3,pct,,,,,,,7.5,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,2.5,TD.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,WC.2,,,3,M,,,,,,,18.2,WT.4,,,3,deg C,,Foamy/bubbly water surface,,,,,,,High,,,,,Calm,,Overcast,,,,2020-01-16T09:26:54.593,
04/22/2019,07:41:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,NWA,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,DO.6,,,3,pct,,,,,,,7.3,DO.5,,,3,mg/L,,,,,,,,,,,,,,,,,,,0.1,SA.6,,,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,WT.4,,,3,deg C,,Foamy/bubbly water surface,,,,,,,High,,,,,Calm,,Overcast,,,,2020-01-16T09:26:54.593,
